gene,category,gene_base.x,cds_header,cds_seqname,locus_tag,protein_desc_from_cds,protein_id,gene_base.y,locus_base,protein_header,protein_desc_from_protein,protein_present_in_faa,match_type,gene.y,gene.x,gene_base
RvY_04191,Instability-only,RvY_04191,"lcl|BDGG01000002.1_cds_GAU92045.1_4943 [gene=RvY_04191] [locus_tag=RvY_04191-1] [protein=hypothetical protein] [protein_id=GAU92045.1] [location=complement(join(2296656..2296730,2296823..2297001,2297060..2297156,2297219..2297383,2297470..2297808,2298171..2298345,2298425..2298572,2298636..2298921))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU92045.1_4943,RvY_04191-1,hypothetical protein,GAU92045.1,RvY_04191,RvY_04191,GAU92045.1 hypothetical protein RvY_04191-1 [Ramazzottius varieornatus],hypothetical protein RvY_04191-1,TRUE,exact_gene,NA,NA,NA
RvY_07189-1,Instability-only,RvY_07189,lcl|BDGG01000003.1_cds_GAU95593.1_8491 [gene=RvY_07189-1] [locus_tag=RvY_07189] [protein=hypothetical protein] [protein_id=GAU95593.1] [location=complement(2203171..2203902)] [gbkey=CDS],lcl|BDGG01000003.1_cds_GAU95593.1_8491,RvY_07189,hypothetical protein,GAU95593.1,RvY_07189,RvY_07189,GAU95593.1 hypothetical protein RvY_07189 [Ramazzottius varieornatus],hypothetical protein RvY_07189,TRUE,exact_gene,NA,NA,NA
RvY_13800,Instability-only,RvY_13800,"lcl|BDGG01000009.1_cds_GAV03366.1_16263 [gene=RvY_13800] [locus_tag=RvY_13800-1] [protein=hypothetical protein] [protein_id=GAV03366.1] [location=complement(join(1154374..1154668,1154744..1154824,1154886..1155004,1155077..1155215,1155298..1155494,1155611..1155770,1155856..1155975,1156050..1156195))] [gbkey=CDS]",lcl|BDGG01000009.1_cds_GAV03366.1_16263,RvY_13800-1,hypothetical protein,GAV03366.1,RvY_13800,RvY_13800,GAV03366.1 hypothetical protein RvY_13800-1 [Ramazzottius varieornatus],hypothetical protein RvY_13800-1,TRUE,exact_gene,NA,NA,NA
RvY_13181-1,Instability-only,RvY_13181,"lcl|BDGG01000008.1_cds_GAV02642.1_15539 [gene=RvY_13181-1] [locus_tag=RvY_13181] [protein=hypothetical protein] [protein_id=GAV02642.1] [location=join(1370156..1370272,1370336..1370470)] [gbkey=CDS]",lcl|BDGG01000008.1_cds_GAV02642.1_15539,RvY_13181,hypothetical protein,GAV02642.1,RvY_13181,RvY_13181,GAV02642.1 hypothetical protein RvY_13181 [Ramazzottius varieornatus],hypothetical protein RvY_13181,TRUE,exact_gene,NA,NA,NA
RvY_09004-1,Instability-only,RvY_09004,"lcl|BDGG01000004.1_cds_GAU97766.1_10664 [gene=RvY_09004-1] [locus_tag=RvY_09004] [protein=hypothetical protein] [protein_id=GAU97766.1] [location=complement(join(1995600..1995771,1995858..1996237))] [gbkey=CDS]",lcl|BDGG01000004.1_cds_GAU97766.1_10664,RvY_09004,hypothetical protein,GAU97766.1,RvY_09004,RvY_09004,GAU97766.1 hypothetical protein RvY_09004 [Ramazzottius varieornatus],hypothetical protein RvY_09004,TRUE,exact_gene,NA,NA,NA
RvY_18462-1,Pooled-only,RvY_18462,"lcl|BDGG01000019.1_cds_GAV08826.1_21723 [gene=RvY_18462-1] [locus_tag=RvY_18462] [protein=hypothetical protein] [protein_id=GAV08826.1] [location=complement(join(129359..129486,129565..129835,129986..130258))] [gbkey=CDS]",lcl|BDGG01000019.1_cds_GAV08826.1_21723,RvY_18462,hypothetical protein,GAV08826.1,RvY_18462,RvY_18462,GAV08826.1 hypothetical protein RvY_18462 [Ramazzottius varieornatus],hypothetical protein RvY_18462,TRUE,exact_gene,NA,NA,NA
RvY_18231,Pooled-only,RvY_18231,lcl|BDGG01000018.1_cds_GAV08560.1_21457 [gene=RvY_18231] [locus_tag=RvY_18231-1] [protein=hypothetical protein] [protein_id=GAV08560.1] [location=167924..168340] [gbkey=CDS],lcl|BDGG01000018.1_cds_GAV08560.1_21457,RvY_18231-1,hypothetical protein,GAV08560.1,RvY_18231,RvY_18231,GAV08560.1 hypothetical protein RvY_18231-1 [Ramazzottius varieornatus],hypothetical protein RvY_18231-1,TRUE,exact_gene,NA,NA,NA
RvY_06255-3,Pooled-only,RvY_06255,lcl|BDGG01000002.1_cds_GAU94486.1_7384 [gene=RvY_06255-3] [locus_tag=RvY_06255] [protein=hypothetical protein] [protein_id=GAU94486.1] [location=complement(8542264..8542554)] [gbkey=CDS],lcl|BDGG01000002.1_cds_GAU94486.1_7384,RvY_06255,hypothetical protein,GAU94486.1,RvY_06255,RvY_06255,GAU94486.1 hypothetical protein RvY_06255 [Ramazzottius varieornatus],hypothetical protein RvY_06255,TRUE,exact_gene,NA,NA,NA
RvY_03228-1,Pooled-only,RvY_03228,"lcl|BDGG01000001.1_cds_GAU90869.1_3767 [gene=RvY_03228-1] [locus_tag=RvY_03228] [protein=hypothetical protein] [protein_id=GAU90869.1] [location=join(8900880..8901029,8901091..8901409,8901494..8901588)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU90869.1_3767,RvY_03228,hypothetical protein,GAU90869.1,RvY_03228,RvY_03228,GAU90869.1 hypothetical protein RvY_03228 [Ramazzottius varieornatus],hypothetical protein RvY_03228,TRUE,exact_gene,NA,NA,NA
RvY_06342,Pooled-only,RvY_06342,"lcl|BDGG01000002.1_cds_GAU94600.1_7498 [gene=RvY_06342] [locus_tag=RvY_06342-2] [protein=hypothetical protein] [protein_id=GAU94600.1] [location=complement(join(8746047..8746099,8746186..8747688,8748680..8748743))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU94600.1_7498,RvY_06342-2,hypothetical protein,GAU94600.1,RvY_06342,RvY_06342,GAU94600.1 hypothetical protein RvY_06342-2 [Ramazzottius varieornatus],hypothetical protein RvY_06342-2,TRUE,exact_gene,NA,NA,NA
RvY_16845-1,Pooled-only,RvY_16845,"lcl|BDGG01000014.1_cds_GAV06937.1_19834 [gene=RvY_16845-1] [locus_tag=RvY_16845] [protein=hypothetical protein] [protein_id=GAV06937.1] [location=join(739274..739807,739881..740172,740249..740401,740571..740747,740823..741010)] [gbkey=CDS]",lcl|BDGG01000014.1_cds_GAV06937.1_19834,RvY_16845,hypothetical protein,GAV06937.1,RvY_16845,RvY_16845,GAV06937.1 hypothetical protein RvY_16845 [Ramazzottius varieornatus],hypothetical protein RvY_16845,TRUE,exact_gene,NA,NA,NA
RvY_05884-1,Pooled-only,RvY_05884,lcl|BDGG01000002.1_cds_GAU94039.1_6937 [gene=RvY_05884-1] [locus_tag=RvY_05884] [protein=hypothetical protein] [protein_id=GAU94039.1] [location=complement(7427213..7428085)] [gbkey=CDS],lcl|BDGG01000002.1_cds_GAU94039.1_6937,RvY_05884,hypothetical protein,GAU94039.1,RvY_05884,RvY_05884,GAU94039.1 hypothetical protein RvY_05884 [Ramazzottius varieornatus],hypothetical protein RvY_05884,TRUE,exact_gene,NA,NA,NA
RvY_03227-1,Pooled-only,RvY_03227,"lcl|BDGG01000001.1_cds_GAU90868.1_3766 [gene=RvY_03227-1] [locus_tag=RvY_03227] [protein=hypothetical protein] [protein_id=GAU90868.1] [location=complement(join(8897948..8898426,8898487..8898540,8898795..8899267,8899421..8899905))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU90868.1_3766,RvY_03227,hypothetical protein,GAU90868.1,RvY_03227,RvY_03227,GAU90868.1 hypothetical protein RvY_03227 [Ramazzottius varieornatus],hypothetical protein RvY_03227,TRUE,exact_gene,NA,NA,NA
RvY_06734-1,Pooled-only,RvY_06734,"lcl|BDGG01000003.1_cds_GAU95053.1_7951 [gene=RvY_06734-1] [locus_tag=RvY_06734] [protein=hypothetical protein] [protein_id=GAU95053.1] [location=join(901364..901681,901879..902169)] [gbkey=CDS]",lcl|BDGG01000003.1_cds_GAU95053.1_7951,RvY_06734,hypothetical protein,GAU95053.1,RvY_06734,RvY_06734,GAU95053.1 hypothetical protein RvY_06734 [Ramazzottius varieornatus],hypothetical protein RvY_06734,TRUE,exact_gene,NA,NA,NA
RvY_05779-1,Pooled-only,RvY_05779,"lcl|BDGG01000002.1_cds_GAU93916.1_6814 [gene=RvY_05779-1] [locus_tag=RvY_05779] [protein=hypothetical protein] [protein_id=GAU93916.1] [location=join(7161114..7161159,7161227..7161397,7161467..7161538,7161600..7161697)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU93916.1_6814,RvY_05779,hypothetical protein,GAU93916.1,RvY_05779,RvY_05779,GAU93916.1 hypothetical protein RvY_05779 [Ramazzottius varieornatus],hypothetical protein RvY_05779,TRUE,exact_gene,NA,NA,NA
RvY_17300-1,Pooled-only,RvY_17300,"lcl|BDGG01000015.1_cds_GAV07471.1_20368 [gene=RvY_17300-1] [locus_tag=RvY_17300] [protein=hypothetical protein] [protein_id=GAV07471.1] [location=join(527677..527974,529516..530034,530304..531145)] [gbkey=CDS]",lcl|BDGG01000015.1_cds_GAV07471.1_20368,RvY_17300,hypothetical protein,GAV07471.1,RvY_17300,RvY_17300,GAV07471.1 hypothetical protein RvY_17300 [Ramazzottius varieornatus],hypothetical protein RvY_17300,TRUE,exact_gene,NA,NA,NA
RvY_01565-1,Pooled-only,RvY_01565,"lcl|BDGG01000001.1_cds_GAU88959.1_1857 [gene=RvY_01565-1] [locus_tag=RvY_01565] [protein=hypothetical protein] [protein_id=GAU88959.1] [location=complement(join(4472631..4472829,4472913..4472947,4473018..4473365))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU88959.1_1857,RvY_01565,hypothetical protein,GAU88959.1,RvY_01565,RvY_01565,GAU88959.1 hypothetical protein RvY_01565 [Ramazzottius varieornatus],hypothetical protein RvY_01565,TRUE,exact_gene,NA,NA,NA
RvY_04051-1,Pooled-only,RvY_04051,"lcl|BDGG01000002.1_cds_GAU91876.1_4774 [gene=RvY_04051-1] [locus_tag=RvY_04051] [protein=hypothetical protein] [protein_id=GAU91876.1] [location=complement(join(1888903..1888990,1889051..1889172,1889230..1889401,1889465..1889609,1889670..1889709,1889766..1890460,1890528..1890638,1890697..1890835,1890895..1890957,1891032..1891718))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91876.1_4774,RvY_04051,hypothetical protein,GAU91876.1,RvY_04051,RvY_04051,GAU91876.1 hypothetical protein RvY_04051 [Ramazzottius varieornatus],hypothetical protein RvY_04051,TRUE,exact_gene,NA,NA,NA
RvY_03664-1,Pooled-only,RvY_03664,"lcl|BDGG01000002.1_cds_GAU91406.1_4304 [gene=RvY_03664-1] [locus_tag=RvY_03664] [protein=hypothetical protein] [protein_id=GAU91406.1] [location=complement(join(800538..800719,800807..801520,803277..803568))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91406.1_4304,RvY_03664,hypothetical protein,GAU91406.1,RvY_03664,RvY_03664,GAU91406.1 hypothetical protein RvY_03664 [Ramazzottius varieornatus],hypothetical protein RvY_03664,TRUE,exact_gene,NA,NA,NA
RvY_13211-1,Pooled-only,RvY_13211,lcl|BDGG01000008.1_cds_GAV02675.1_15572 [gene=RvY_13211-1] [locus_tag=RvY_13211] [protein=hypothetical protein] [protein_id=GAV02675.1] [location=1435686..1436000] [gbkey=CDS],lcl|BDGG01000008.1_cds_GAV02675.1_15572,RvY_13211,hypothetical protein,GAV02675.1,RvY_13211,RvY_13211,GAV02675.1 hypothetical protein RvY_13211 [Ramazzottius varieornatus],hypothetical protein RvY_13211,TRUE,exact_gene,NA,NA,NA
RvY_12829,Pooled-only,RvY_12829,"lcl|BDGG01000008.1_cds_GAV02237.1_15134 [gene=RvY_12829] [locus_tag=RvY_12829-1] [protein=hypothetical protein] [protein_id=GAV02237.1] [location=join(406925..407008,407099..407420,407544..408062,408146..409119)] [gbkey=CDS]",lcl|BDGG01000008.1_cds_GAV02237.1_15134,RvY_12829-1,hypothetical protein,GAV02237.1,RvY_12829,RvY_12829,GAV02237.1 hypothetical protein RvY_12829-1 [Ramazzottius varieornatus],hypothetical protein RvY_12829-1,TRUE,exact_gene,NA,NA,NA
RvY_16639-1,Pooled-only,RvY_16639,"lcl|BDGG01000014.1_cds_GAV06693.1_19590 [gene=RvY_16639-1] [locus_tag=RvY_16639] [protein=hypothetical protein] [protein_id=GAV06693.1] [location=complement(join(145293..145401,145505..146157,146261..146382,146654..146762,146836..146905,147000..147397))] [gbkey=CDS]",lcl|BDGG01000014.1_cds_GAV06693.1_19590,RvY_16639,hypothetical protein,GAV06693.1,RvY_16639,RvY_16639,GAV06693.1 hypothetical protein RvY_16639 [Ramazzottius varieornatus],hypothetical protein RvY_16639,TRUE,exact_gene,NA,NA,NA
RvY_03100-1,Pooled-only,RvY_03100,lcl|BDGG01000001.1_cds_GAU90722.1_3620 [gene=RvY_03100-1] [locus_tag=RvY_03100] [protein=hypothetical protein] [protein_id=GAU90722.1] [location=complement(8581131..8581436)] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU90722.1_3620,RvY_03100,hypothetical protein,GAU90722.1,RvY_03100,RvY_03100,GAU90722.1 hypothetical protein RvY_03100 [Ramazzottius varieornatus],hypothetical protein RvY_03100,TRUE,exact_gene,NA,NA,NA
RvY_12499-1,Pooled-only,RvY_12499,"lcl|BDGG01000007.1_cds_GAV01857.1_14754 [gene=RvY_12499-1] [locus_tag=RvY_12499] [protein=hypothetical protein] [protein_id=GAV01857.1] [location=join(1849052..1849251,1849313..1849526)] [gbkey=CDS]",lcl|BDGG01000007.1_cds_GAV01857.1_14754,RvY_12499,hypothetical protein,GAV01857.1,RvY_12499,RvY_12499,GAV01857.1 hypothetical protein RvY_12499 [Ramazzottius varieornatus],hypothetical protein RvY_12499,TRUE,exact_gene,NA,NA,NA
RvY_16235,Pooled-only,RvY_16235,lcl|BDGG01000013.1_cds_GAV06211.1_19108 [gene=RvY_16235] [locus_tag=RvY_16235-1] [protein=hypothetical protein] [protein_id=GAV06211.1] [location=658499..658909] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06211.1_19108,RvY_16235-1,hypothetical protein,GAV06211.1,RvY_16235,RvY_16235,GAV06211.1 hypothetical protein RvY_16235-1 [Ramazzottius varieornatus],hypothetical protein RvY_16235-1,TRUE,exact_gene,NA,NA,NA
RvY_03082-1,Pooled-only,RvY_03082,"lcl|BDGG01000001.1_cds_GAU90703.1_3601 [gene=RvY_03082-1] [locus_tag=RvY_03082] [protein=hypothetical protein] [protein_id=GAU90703.1] [location=join(8541668..8542006,8542060..8542296,8542353..8542484,8542629..8542892,8542950..8542997)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU90703.1_3601,RvY_03082,hypothetical protein,GAU90703.1,RvY_03082,RvY_03082,GAU90703.1 hypothetical protein RvY_03082 [Ramazzottius varieornatus],hypothetical protein RvY_03082,TRUE,exact_gene,NA,NA,NA
RvY_08196-1,Pooled-only,RvY_08196,"lcl|BDGG01000003.1_cds_GAU96809.1_9707 [gene=RvY_08196-1] [locus_tag=RvY_08196] [protein=hypothetical protein] [protein_id=GAU96809.1] [location=join(4902611..4902667,4902940..4903218,4903311..4903850)] [gbkey=CDS]",lcl|BDGG01000003.1_cds_GAU96809.1_9707,RvY_08196,hypothetical protein,GAU96809.1,RvY_08196,RvY_08196,GAU96809.1 hypothetical protein RvY_08196 [Ramazzottius varieornatus],hypothetical protein RvY_08196,TRUE,exact_gene,NA,NA,NA
RvY_07274-1,Pooled-only,RvY_07274,lcl|BDGG01000003.1_cds_GAU95696.1_8594 [gene=RvY_07274-1] [locus_tag=RvY_07274] [protein=hypothetical protein] [protein_id=GAU95696.1] [location=2442433..2443038] [gbkey=CDS],lcl|BDGG01000003.1_cds_GAU95696.1_8594,RvY_07274,hypothetical protein,GAU95696.1,RvY_07274,RvY_07274,GAU95696.1 hypothetical protein RvY_07274 [Ramazzottius varieornatus],hypothetical protein RvY_07274,TRUE,exact_gene,NA,NA,NA
RvY_06615-1,Pooled-only,RvY_06615,"lcl|BDGG01000003.1_cds_GAU94916.1_7814 [gene=RvY_06615-1] [locus_tag=RvY_06615] [protein=hypothetical protein] [protein_id=GAU94916.1] [location=complement(join(529264..529656,529847..530188))] [gbkey=CDS]",lcl|BDGG01000003.1_cds_GAU94916.1_7814,RvY_06615,hypothetical protein,GAU94916.1,RvY_06615,RvY_06615,GAU94916.1 hypothetical protein RvY_06615 [Ramazzottius varieornatus],hypothetical protein RvY_06615,TRUE,exact_gene,NA,NA,NA
RvY_00468-1,Pooled-only,RvY_00468,"lcl|BDGG01000001.1_cds_GAU87652.1_550 [gene=RvY_00468-1] [locus_tag=RvY_00468] [protein=hypothetical protein] [protein_id=GAU87652.1] [location=join(1352100..1352322,1352395..1352849,1352920..1353228,1353321..1353899)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87652.1_550,RvY_00468,hypothetical protein,GAU87652.1,RvY_00468,RvY_00468,GAU87652.1 hypothetical protein RvY_00468 [Ramazzottius varieornatus],hypothetical protein RvY_00468,TRUE,exact_gene,NA,NA,NA
RvY_17106-1,Pooled-only,RvY_17106,"lcl|BDGG01000014.1_cds_GAV07244.1_20141 [gene=RvY_17106-1] [locus_tag=RvY_17106] [protein=hypothetical protein] [protein_id=GAV07244.1] [location=join(1473317..1473380,1473454..1473585,1473665..1474581)] [gbkey=CDS]",lcl|BDGG01000014.1_cds_GAV07244.1_20141,RvY_17106,hypothetical protein,GAV07244.1,RvY_17106,RvY_17106,GAV07244.1 hypothetical protein RvY_17106 [Ramazzottius varieornatus],hypothetical protein RvY_17106,TRUE,exact_gene,NA,NA,NA
RvY_13782-1,Pooled-only,RvY_13782,"lcl|BDGG01000009.1_cds_GAV03342.1_16239 [gene=RvY_13782-1] [locus_tag=RvY_13782] [protein=hypothetical protein] [protein_id=GAV03342.1] [location=complement(join(1091103..1091278,1091553..1091944,1092852..1093734,1093957..1094044))] [gbkey=CDS]",lcl|BDGG01000009.1_cds_GAV03342.1_16239,RvY_13782,hypothetical protein,GAV03342.1,RvY_13782,RvY_13782,GAV03342.1 hypothetical protein RvY_13782 [Ramazzottius varieornatus],hypothetical protein RvY_13782,TRUE,exact_gene,NA,NA,NA
RvY_07119,Pooled-only,RvY_07119,"lcl|BDGG01000003.1_cds_GAU95515.1_8413 [gene=RvY_07119] [locus_tag=RvY_07119-2] [protein=hypothetical protein] [protein_id=GAU95515.1] [location=complement(join(2000489..2000537,2000600..2000961,2001059..2001175,2001245..2001460,2001528..2001704,2001773..2001850))] [gbkey=CDS]",lcl|BDGG01000003.1_cds_GAU95515.1_8413,RvY_07119-2,hypothetical protein,GAU95515.1,RvY_07119,RvY_07119,GAU95515.1 hypothetical protein RvY_07119-2 [Ramazzottius varieornatus],hypothetical protein RvY_07119-2,TRUE,exact_gene,NA,NA,NA
RvY_00467-1,Pooled-only,RvY_00467,"lcl|BDGG01000001.1_cds_GAU87651.1_549 [gene=RvY_00467-1] [locus_tag=RvY_00467] [protein=hypothetical protein] [protein_id=GAU87651.1] [location=join(1348926..1349148,1349239..1349495,1349595..1349876,1349973..1350533)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87651.1_549,RvY_00467,hypothetical protein,GAU87651.1,RvY_00467,RvY_00467,GAU87651.1 hypothetical protein RvY_00467 [Ramazzottius varieornatus],hypothetical protein RvY_00467,TRUE,exact_gene,NA,NA,NA
RvY_17051-1,Pooled-only,RvY_17051,"lcl|BDGG01000014.1_cds_GAV07178.1_20075 [gene=RvY_17051-1] [locus_tag=RvY_17051] [protein=hypothetical protein] [protein_id=GAV07178.1] [location=complement(join(1289802..1289854,1289921..1290022,1290082..1290969,1291040..1291118))] [gbkey=CDS]",lcl|BDGG01000014.1_cds_GAV07178.1_20075,RvY_17051,hypothetical protein,GAV07178.1,RvY_17051,RvY_17051,GAV07178.1 hypothetical protein RvY_17051 [Ramazzottius varieornatus],hypothetical protein RvY_17051,TRUE,exact_gene,NA,NA,NA
RvY_17050-1,Pooled-only,RvY_17050,"lcl|BDGG01000014.1_cds_GAV07177.1_20074 [gene=RvY_17050-1] [locus_tag=RvY_17050] [protein=hypothetical protein] [protein_id=GAV07177.1] [location=complement(join(1288216..1288310,1288381..1288455,1288560..1288700,1288764..1288836))] [gbkey=CDS]",lcl|BDGG01000014.1_cds_GAV07177.1_20074,RvY_17050,hypothetical protein,GAV07177.1,RvY_17050,RvY_17050,GAV07177.1 hypothetical protein RvY_17050 [Ramazzottius varieornatus],hypothetical protein RvY_17050,TRUE,exact_gene,NA,NA,NA
RvY_03819-1,Pooled-only,RvY_03819,"lcl|BDGG01000002.1_cds_GAU91592.1_4490 [gene=RvY_03819-1] [locus_tag=RvY_03819] [protein=hypothetical protein] [protein_id=GAU91592.1] [location=complement(join(1238106..1238475,1238627..1238905,1239080..1239492))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91592.1_4490,RvY_03819,hypothetical protein,GAU91592.1,RvY_03819,RvY_03819,GAU91592.1 hypothetical protein RvY_03819 [Ramazzottius varieornatus],hypothetical protein RvY_03819,TRUE,exact_gene,NA,NA,NA
RvY_13511-1,Pooled-only,RvY_13511,"lcl|BDGG01000009.1_cds_GAV03022.1_15919 [gene=RvY_13511-1] [locus_tag=RvY_13511] [protein=hypothetical protein] [protein_id=GAV03022.1] [location=complement(join(317233..317870,318135..318177,318286..318585))] [gbkey=CDS]",lcl|BDGG01000009.1_cds_GAV03022.1_15919,RvY_13511,hypothetical protein,GAV03022.1,RvY_13511,RvY_13511,GAV03022.1 hypothetical protein RvY_13511 [Ramazzottius varieornatus],hypothetical protein RvY_13511,TRUE,exact_gene,NA,NA,NA
RvY_16958-1,Pooled-only,RvY_16958,"lcl|BDGG01000014.1_cds_GAV07076.1_19973 [gene=RvY_16958-1] [locus_tag=RvY_16958] [protein=hypothetical protein] [protein_id=GAV07076.1] [location=join(1036498..1036717,1036806..1036929,1036999..1037150,1037215..1037273,1037371..1037395,1037463..1037855,1037923..1038122)] [gbkey=CDS]",lcl|BDGG01000014.1_cds_GAV07076.1_19973,RvY_16958,hypothetical protein,GAV07076.1,RvY_16958,RvY_16958,GAV07076.1 hypothetical protein RvY_16958 [Ramazzottius varieornatus],hypothetical protein RvY_16958,TRUE,exact_gene,NA,NA,NA
RvY_03744-1,Pooled-only,RvY_03744,"lcl|BDGG01000002.1_cds_GAU91505.1_4403 [gene=RvY_03744-1] [locus_tag=RvY_03744] [protein=hypothetical protein] [protein_id=GAU91505.1] [location=join(1014387..1014501,1014567..1014734,1014790..1014846,1014930..1015597)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91505.1_4403,RvY_03744,hypothetical protein,GAU91505.1,RvY_03744,RvY_03744,GAU91505.1 hypothetical protein RvY_03744 [Ramazzottius varieornatus],hypothetical protein RvY_03744,TRUE,exact_gene,NA,NA,NA
RvY_02649-1,Pooled-only,RvY_02649,"lcl|BDGG01000001.1_cds_GAU90198.1_3096 [gene=RvY_02649-1] [locus_tag=RvY_02649] [protein=hypothetical protein] [protein_id=GAU90198.1] [location=complement(join(7422096..7422192,7422462..7422511,7422587..7422858,7423003..7423123,7423194..7423238))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU90198.1_3096,RvY_02649,hypothetical protein,GAU90198.1,RvY_02649,RvY_02649,GAU90198.1 hypothetical protein RvY_02649 [Ramazzottius varieornatus],hypothetical protein RvY_02649,TRUE,exact_gene,NA,NA,NA
RvY_03998-1,Pooled-only,RvY_03998,"lcl|BDGG01000002.1_cds_GAU91809.1_4707 [gene=RvY_03998-1] [locus_tag=RvY_03998] [protein=hypothetical protein] [protein_id=GAU91809.1] [location=join(1734226..1734645,1734745..1734802,1735534..1735621,1735702..1736539)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91809.1_4707,RvY_03998,hypothetical protein,GAU91809.1,RvY_03998,RvY_03998,GAU91809.1 hypothetical protein RvY_03998 [Ramazzottius varieornatus],hypothetical protein RvY_03998,TRUE,exact_gene,NA,NA,NA
RvY_03101-1,Pooled-only,RvY_03101,lcl|BDGG01000001.1_cds_GAU90723.1_3621 [gene=RvY_03101-1] [locus_tag=RvY_03101] [protein=hypothetical protein] [protein_id=GAU90723.1] [location=complement(8581599..8581844)] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU90723.1_3621,RvY_03101,hypothetical protein,GAU90723.1,RvY_03101,RvY_03101,GAU90723.1 hypothetical protein RvY_03101 [Ramazzottius varieornatus],hypothetical protein RvY_03101,TRUE,exact_gene,NA,NA,NA
RvY_15001-1,Pooled-only,RvY_15001,"lcl|BDGG01000011.1_cds_GAV04775.1_17672 [gene=RvY_15001-1] [locus_tag=RvY_15001] [protein=hypothetical protein] [protein_id=GAV04775.1] [location=join(770138..770455,770781..771065)] [gbkey=CDS]",lcl|BDGG01000011.1_cds_GAV04775.1_17672,RvY_15001,hypothetical protein,GAV04775.1,RvY_15001,RvY_15001,GAV04775.1 hypothetical protein RvY_15001 [Ramazzottius varieornatus],hypothetical protein RvY_15001,TRUE,exact_gene,NA,NA,NA
RvY_06764-1,Pooled-only,RvY_06764,"lcl|BDGG01000003.1_cds_GAU95087.1_7985 [gene=RvY_06764-1] [locus_tag=RvY_06764] [protein=hypothetical protein] [protein_id=GAU95087.1] [location=join(983884..984201,984287..984547)] [gbkey=CDS]",lcl|BDGG01000003.1_cds_GAU95087.1_7985,RvY_06764,hypothetical protein,GAU95087.1,RvY_06764,RvY_06764,GAU95087.1 hypothetical protein RvY_06764 [Ramazzottius varieornatus],hypothetical protein RvY_06764,TRUE,exact_gene,NA,NA,NA
RvY_06351-1,Pooled-only,RvY_06351,"lcl|BDGG01000002.1_cds_GAU94613.1_7511 [gene=RvY_06351-1] [locus_tag=RvY_06351] [protein=hypothetical protein] [protein_id=GAU94613.1] [location=complement(join(8788042..8788451,8788522..8788796,8788922..8789001,8789070..8789680,8789746..8790157))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU94613.1_7511,RvY_06351,hypothetical protein,GAU94613.1,RvY_06351,RvY_06351,GAU94613.1 hypothetical protein RvY_06351 [Ramazzottius varieornatus],hypothetical protein RvY_06351,TRUE,exact_gene,NA,NA,NA
RvY_18544-1,Pooled-only,RvY_18544,lcl|BDGG01000019.1_cds_GAV08925.1_21822 [gene=RvY_18544-1] [locus_tag=RvY_18544] [protein=hypothetical protein] [protein_id=GAV08925.1] [location=complement(323769..324074)] [gbkey=CDS],lcl|BDGG01000019.1_cds_GAV08925.1_21822,RvY_18544,hypothetical protein,GAV08925.1,RvY_18544,RvY_18544,GAV08925.1 hypothetical protein RvY_18544 [Ramazzottius varieornatus],hypothetical protein RvY_18544,TRUE,exact_gene,NA,NA,NA
RvY_11867-1,Pooled-only,RvY_11867,"lcl|BDGG01000007.1_cds_GAV01105.1_14002 [gene=RvY_11867-1] [locus_tag=RvY_11867] [protein=hypothetical protein] [protein_id=GAV01105.1] [location=join(26428..26682,26942..27673)] [gbkey=CDS]",lcl|BDGG01000007.1_cds_GAV01105.1_14002,RvY_11867,hypothetical protein,GAV01105.1,RvY_11867,RvY_11867,GAV01105.1 hypothetical protein RvY_11867 [Ramazzottius varieornatus],hypothetical protein RvY_11867,TRUE,exact_gene,NA,NA,NA
RvY_15057,Pooled-only,RvY_15057,"lcl|BDGG01000011.1_cds_GAV04838.1_17735 [gene=RvY_15057] [locus_tag=RvY_15057-1] [protein=hypothetical protein] [protein_id=GAV04838.1] [location=join(968188..968248,968326..968847,969237..969757,969875..969991)] [gbkey=CDS]",lcl|BDGG01000011.1_cds_GAV04838.1_17735,RvY_15057-1,hypothetical protein,GAV04838.1,RvY_15057,RvY_15057,GAV04838.1 hypothetical protein RvY_15057-1 [Ramazzottius varieornatus],hypothetical protein RvY_15057-1,TRUE,exact_gene,NA,NA,NA
