gene	gene_base	protein_id	ncbi_protein_desc	match_type	delta_pool	instability_score	pfam_name	pfam_acc	pfam_desc	pfam_hit_count	interpro_analysis	interpro_sig_acc	interpro_sig_desc	interpro_acc	interpro_desc	interpro_hit_count	raw_annotation	has_annotation	broad_group_auto	expert_reclassified_group	expert_reclassification_note	manual_reclassified	broad_group_precollapse	broad_group_figure
RvY_14138-1	NA	GAV03758.1	hypothetical protein	exact_gene	-0.0773036875947639	1.41797412335478	Borealin; PAP2	PF10512.14; PF01569.27	Cell division cycle-associated protein 8; PAP2 superfamily	3	NA	NA	NA	NA	NA	NA	hypothetical protein; Cell division cycle-associated protein 8; PAP2 superfamily; Borealin; PAP2	TRUE	Generic domain proteins	Generic domain proteins		FALSE	Generic domain proteins	Generic domain proteins
RvY_01203-1	NA	GAU88517.1	hypothetical protein	exact_gene	0.0562198179885023	1.41610568914357	GoLoco; CcdB	PF02188.22; PF01845.23	GoLoco motif; CcdB protein	2	MobiDBLite; Pfam; ProSiteProfiles; Gene3D; SMART	mobidb-lite; PF02188; PS50877; G3DSA:1.25.40.10; SM00390	consensus disorder prediction; GoLoco motif; GoLoco/GPR motif profile.; Tetratricopeptide repeat domain; LGN_4	IPR003109; IPR011990	GoLoco motif; Tetratricopeptide-like helical domain superfamily	7	hypothetical protein; GoLoco motif; CcdB protein; consensus disorder prediction; GoLoco motif; GoLoco/GPR motif profile.; Tetratricopeptide repeat domain; LGN_4; GoLoco motif; Tetratricopeptide-like helical domain superfamily; GoLoco; CcdB; MobiDBLite; Pfam; ProSiteProfiles; Gene3D; SMART	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_19533-1	NA	GAV10038.1	hypothetical protein	exact_gene	-0.0137007652483812	1.41525040905168	TPR_12; TPR_10; TPR_NPHP3	PF13424.12; PF13374.12; PF24885.1	Tetratricopeptide repeat; Nephrocystin-3 TPR domain	4	MobiDBLite; PANTHER; Pfam; SUPERFAMILY; Gene3D	mobidb-lite; PTHR12601; PF13424; SSF48452; G3DSA:1.25.40.10	consensus disorder prediction; EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT  EIF-3; Tetratricopeptide repeat; TPR-like; Tetratricopeptide repeat domain	IPR027523; IPR011990	CLU domain containing protein; Tetratricopeptide-like helical domain superfamily	5	hypothetical protein; Tetratricopeptide repeat; Nephrocystin-3 TPR domain; consensus disorder prediction; EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT  EIF-3; Tetratricopeptide repeat; TPR-like; Tetratricopeptide repeat domain; CLU domain containing protein; Tetratricopeptide-like helical domain superfamily; TPR_12; TPR_10; TPR_NPHP3; MobiDBLite; PANTHER; Pfam; SUPERFAMILY; Gene3D	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_16773-1	NA	GAV06856.1	hypothetical protein	exact_gene	0.0312646398300984	1.41481798280339	CDC27	PF09507.16	DNA polymerase subunit Cdc27	1	MobiDBLite	mobidb-lite	consensus disorder prediction			5	hypothetical protein; DNA polymerase subunit Cdc27; consensus disorder prediction; CDC27; MobiDBLite	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated	DNA polymerase-associated regulatory feature	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated
RvY_10661-1	NA	GAU99701.1	hypothetical protein	exact_gene	0.0309350134997857	1.40804375338017	TIMELESS; Antigen_Bd37; NitrOD5	PF04821.19; PF11641.13; PF11537.13	Timeless protein; Glycosylphosphatidylinositol-anchored merozoite surface protein; Nitrosopumilus output domain 5	5	PANTHER; Pfam; MobiDBLite; Coils	PTHR22940; PF04821; mobidb-lite; Coil	TIMEOUT/TIMELESS-2; Timeless protein; consensus disorder prediction; Coil	IPR044998; IPR006906	Timeless; Timeless, N-terminal	8	hypothetical protein; Timeless protein; Glycosylphosphatidylinositol-anchored merozoite surface protein; Nitrosopumilus output domain 5; TIMEOUT/TIMELESS-2; Timeless protein; consensus disorder prediction; Coil; Timeless; Timeless, N-terminal; TIMELESS; Antigen_Bd37; NitrOD5; PANTHER; Pfam; MobiDBLite; Coils	TRUE	Generic domain proteins	Generic domain proteins		FALSE	Generic domain proteins	Generic domain proteins
RvY_16000-1	NA	GAV05950.1	hypothetical protein	exact_gene	0.110728536200512	1.40585910363512	SPICE; GemA; UPF0561; PMI1_PMIR1-2_C	PF15678.10; PF06252.17; PF10573.14; PF21745.2	Centriole duplication and mitotic chromosome congression; Bacteriophage Mu, GemA protein; Uncharacterised protein family UPF0561; PMI1/PMIR1-2, C-terminal domain	4	MobiDBLite	mobidb-lite	consensus disorder prediction			2	hypothetical protein; Centriole duplication and mitotic chromosome congression; Bacteriophage Mu, GemA protein; Uncharacterised protein family UPF0561; PMI1/PMIR1-2, C-terminal domain; consensus disorder prediction; SPICE; GemA; UPF0561; PMI1_PMIR1-2_C; MobiDBLite	TRUE	Structural/Other	Structural/Other		FALSE	Structural/Other	Structural/Other
RvY_06047-1	NA	GAU94234.1	hypothetical protein	exact_gene	0.0575766596587775	1.40577612313793	7tm_1; 7TM_GPCR_Srv; Srg; DUF2909	PF00001.26; PF10323.15; PF02118.27; PF11137.13	7 transmembrane receptor (rhodopsin family); Serpentine type 7TM GPCR chemoreceptor Srv; Srg family chemoreceptor; Protein of unknown function (DUF2909)	4	Gene3D; Pfam; CDD; SUPERFAMILY	G3DSA:1.20.1070.10; PF00001; cd00637; SSF81321	7 transmembrane receptor (rhodopsin family); 7tm_classA_rhodopsin-like; Family A G protein-coupled receptor-like	IPR000276	G protein-coupled receptor, rhodopsin-like	4	hypothetical protein; 7 transmembrane receptor (rhodopsin family); Serpentine type 7TM GPCR chemoreceptor Srv; Srg family chemoreceptor; Protein of unknown function (DUF2909); 7 transmembrane receptor (rhodopsin family); 7tm_classA_rhodopsin-like; Family A G protein-coupled receptor-like; G protein-coupled receptor, rhodopsin-like; 7tm_1; 7TM_GPCR_Srv; Srg; DUF2909; Gene3D; Pfam; CDD; SUPERFAMILY	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_09340-1	NA	GAU98160.1	hypothetical protein	exact_gene	0.0619346645716572	1.40566544470455	PDZ; PDZ_6; PDZ_2; USH1C_N; DUF3394	PF00595.29; PF17820.7; PF13180.12; PF21219.3; PF11874.13	PDZ domain; Harmonin, N-terminal domain; Domain of unknown function (DUF3394)	9	CDD; Gene3D; SMART; ProSiteProfiles; SUPERFAMILY; PANTHER; Pfam	cd00992; G3DSA:1.20.1160.20; SM00228; G3DSA:2.30.42.10; PS50106; SSF50156; PTHR23116; PF13180; PF00595	PDZ_signaling; pdz_new; PDZ domain profile.; PDZ domain-like; PDZ DOMAIN CONTAINING WHIRLIN AND HARMONIN-RELATED; PDZ domain	IPR001478; IPR036034	PDZ domain; PDZ superfamily	14	hypothetical protein; PDZ domain; Harmonin, N-terminal domain; Domain of unknown function (DUF3394); PDZ_signaling; pdz_new; PDZ domain profile.; PDZ domain-like; PDZ DOMAIN CONTAINING WHIRLIN AND HARMONIN-RELATED; PDZ domain; PDZ domain; PDZ superfamily; PDZ; PDZ_6; PDZ_2; USH1C_N; DUF3394; CDD; Gene3D; SMART; ProSiteProfiles; SUPERFAMILY; PANTHER; Pfam	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_03504	NA	GAU91198.1	hypothetical protein	exact_gene	-0.11365794796006	1.40294473701595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_17569-1	NA	GAV07764.1	hypothetical protein	exact_gene	-0.115924941597275	1.40179088386438	7TM_GPCR_Srw; 7tm_1	PF10324.15; PF00001.26	Serpentine type 7TM GPCR chemoreceptor Srw; 7 transmembrane receptor (rhodopsin family)	5	Gene3D; ProSiteProfiles; PANTHER; PRINTS; SUPERFAMILY	G3DSA:1.20.1070.10; PS50262; PTHR46641; PR00237; SSF81321	G-protein coupled receptors family 1 profile.; FMRFAMIDE RECEPTOR-RELATED; Rhodopsin-like GPCR superfamily signature; Family A G protein-coupled receptor-like	IPR017452; IPR000276	GPCR, rhodopsin-like, 7TM; G protein-coupled receptor, rhodopsin-like	8	hypothetical protein; Serpentine type 7TM GPCR chemoreceptor Srw; 7 transmembrane receptor (rhodopsin family); G-protein coupled receptors family 1 profile.; FMRFAMIDE RECEPTOR-RELATED; Rhodopsin-like GPCR superfamily signature; Family A G protein-coupled receptor-like; GPCR, rhodopsin-like, 7TM; G protein-coupled receptor, rhodopsin-like; 7TM_GPCR_Srw; 7tm_1; Gene3D; ProSiteProfiles; PANTHER; PRINTS; SUPERFAMILY	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_13282-1	NA	GAV02756.1	hypothetical protein	exact_gene	0.0155934890287845	1.40175657066315	DUF4471; Coprogen_oxidas	PF14740.11; PF01218.23	Domain of unknown function (DUF4471); Coproporphyrinogen III oxidase	2	Pfam; PANTHER	PF14740; PTHR22118	Domain of unknown function (DUF4471); DYNEIN ASSEMBLY FACTOR 3, AXONEMAL	IPR028235; IPR039304	Dynein assembly factor 3, C-terminal domain; Dynein assembly factor 3, axonemal	2	hypothetical protein; Domain of unknown function (DUF4471); Coproporphyrinogen III oxidase; Domain of unknown function (DUF4471); DYNEIN ASSEMBLY FACTOR 3, AXONEMAL; Dynein assembly factor 3, C-terminal domain; Dynein assembly factor 3, axonemal; DUF4471; Coprogen_oxidas; Pfam; PANTHER	TRUE	DUF / unknown conserved	DUF / unknown conserved		FALSE	DUF / unknown conserved	DUF / unknown conserved
RvY_10997-1	NA	GAV00100.1	hypothetical protein	exact_gene	0.0723814237655791	1.40123489876005	WAP	PF00095.26	WAP-type (Whey Acidic Protein) 'four-disulfide core'	2	Pfam; Gene3D; MobiDBLite; SUPERFAMILY	PF00095; G3DSA:4.10.75.10; mobidb-lite; SSF57256	WAP-type (Whey Acidic Protein) 'four-disulfide core'; consensus disorder prediction; Elafin-like	IPR008197; IPR036645	WAP-type 'four-disulfide core' domain; Elafin-like superfamily	5	hypothetical protein; WAP-type (Whey Acidic Protein) 'four-disulfide core'; WAP-type (Whey Acidic Protein) 'four-disulfide core'; consensus disorder prediction; Elafin-like; WAP-type 'four-disulfide core' domain; Elafin-like superfamily; WAP; Pfam; Gene3D; MobiDBLite; SUPERFAMILY	TRUE	Generic domain proteins	Generic domain proteins		FALSE	Generic domain proteins	Generic domain proteins
RvY_14438-1	NA	GAV04110.1	hypothetical protein	exact_gene	-0.00962231777113409	1.39748609121484	BTB_2; BTB; BTB_3; Phage_tail_X	PF02214.28; PF00651.37; PF16017.11; PF05489.18	BTB/POZ domain; Phage Tail Protein X	5	Gene3D; PANTHER; SMART; Pfam; SUPERFAMILY	G3DSA:3.30.710.10; PTHR11145; SM00225; PF02214; SSF54695	Potassium Channel Kv1.1; Chain A; BTB/POZ DOMAIN-CONTAINING ADAPTER FOR CUL3-MEDIATED RHOA DEGRADATION PROTEIN FAMILY MEMBER; BTB_4; BTB/POZ domain; POZ domain	IPR011333; IPR045068; IPR000210; IPR003131	SKP1/BTB/POZ domain superfamily; BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1/2/3; BTB/POZ domain; Potassium channel tetramerisation-type BTB domain	5	hypothetical protein; BTB/POZ domain; Phage Tail Protein X; Potassium Channel Kv1.1; Chain A; BTB/POZ DOMAIN-CONTAINING ADAPTER FOR CUL3-MEDIATED RHOA DEGRADATION PROTEIN FAMILY MEMBER; BTB_4; BTB/POZ domain; POZ domain; SKP1/BTB/POZ domain superfamily; BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1/2/3; BTB/POZ domain; Potassium channel tetramerisation-type BTB domain; BTB_2; BTB; BTB_3; Phage_tail_X; Gene3D; PANTHER; SMART; Pfam; SUPERFAMILY	TRUE	Transport/Membrane	Transport/Membrane		FALSE	Transport/Membrane	Transport/Membrane
RvY_17073-1	NA	GAV07203.1	hypothetical protein	exact_gene	0.0407773807094545	1.39711932502163	NA	NA	NA	NA	MobiDBLite	mobidb-lite	consensus disorder prediction			2	hypothetical protein; consensus disorder prediction; MobiDBLite	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_12757-1	NA	GAV02158.1	hypothetical protein	exact_gene	-0.00352820266928511	1.39677865591995	p450; DUF5433	PF00067.27; PF17498.7	Cytochrome P450; Family of unknown function (DUF5433)	2	FunFam; ProSitePatterns; Pfam; PRINTS; PANTHER; SUPERFAMILY; CDD; Gene3D	G3DSA:1.10.630.10:FF:000027; PS00086; PF00067; PR00385; PTHR24304; SSF48264; PR00465; cd11042; G3DSA:1.10.630.10	lanosterol 14-alpha demethylase isoform X1; Cytochrome P450 cysteine heme-iron ligand signature.; Cytochrome P450; P450 superfamily signature; CYTOCHROME P450 FAMILY 7; E-class P450 group IV signature; CYP51-like	IPR017972; IPR001128; IPR036396; IPR002403	Cytochrome P450, conserved site; Cytochrome P450; Cytochrome P450 superfamily; Cytochrome P450, E-class, group IV	19	hypothetical protein; Cytochrome P450; Family of unknown function (DUF5433); lanosterol 14-alpha demethylase isoform X1; Cytochrome P450 cysteine heme-iron ligand signature.; Cytochrome P450; P450 superfamily signature; CYTOCHROME P450 FAMILY 7; E-class P450 group IV signature; CYP51-like; Cytochrome P450, conserved site; Cytochrome P450; Cytochrome P450 superfamily; Cytochrome P450, E-class, group IV; p450; DUF5433; FunFam; ProSitePatterns; Pfam; PRINTS; PANTHER; SUPERFAMILY; CDD; Gene3D	TRUE	DUF / unknown conserved	DUF / unknown conserved		FALSE	DUF / unknown conserved	DUF / unknown conserved
RvY_17915-1	NA	GAV08184.1	hypothetical protein	exact_gene	0.067337553840745	1.39500122362523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_00248	NA	GAU87388.1	hypothetical protein	exact_gene	0.0497467645702949	1.39465749548525	LRR_8; LRR_5; LRR_4; LRR_1; LRR_14; LRR_9; LRR_6; LRR_NXF1-5; Ldl_recept_a	PF13855.12; PF13306.12; PF12799.13; PF00560.39; PF23598.1; PF14580.12; PF13516.12; PF24048.1; PF00057.23	Leucine rich repeat; BspA type Leucine rich repeat region (6 copies); Leucine Rich repeats (2 copies); Leucine Rich Repeat; Leucine-rich repeat region; Leucine-rich repeat; Leucine Rich repeat; NXF1/2/3/5 leucine-rich repeat domain; Low-density lipoprotein receptor domain class A	40	Gene3D; SUPERFAMILY; SMART; FunFam; Pfam; ProSiteProfiles; PANTHER; CDD	G3DSA:3.80.10.10; SSF52058; SM00192; G3DSA:3.80.10.10:FF:000732; PF00560; G3DSA:2.40.128.620; PS50068; SM00369; PF13855; PTHR24373; cd00112	Ribonuclease Inhibitor; L domain-like; LDLa_2; GD11101; Leucine Rich Repeat; LDL-receptor class A (LDLRA) domain profile.; LRR_typ_2; Leucine rich repeat; SLIT RELATED LEUCINE-RICH REPEAT NEURONAL PROTEIN; LDLa	IPR032675; IPR002172; IPR001611; IPR003591	Leucine-rich repeat domain superfamily; Low-density lipoprotein (LDL) receptor class A repeat; Leucine-rich repeat; Leucine-rich repeat, typical subtype	19	hypothetical protein; Leucine rich repeat; BspA type Leucine rich repeat region (6 copies); Leucine Rich repeats (2 copies); Leucine Rich Repeat; Leucine-rich repeat region; Leucine-rich repeat; Leucine Rich repeat; NXF1/2/3/5 leucine-rich repeat domain; Low-density lipoprotein receptor domain class A; Ribonuclease Inhibitor; L domain-like; LDLa_2; GD11101; Leucine Rich Repeat; LDL-receptor class A (LDLRA) domain profile.; LRR_typ_2; Leucine rich repeat; SLIT RELATED LEUCINE-RICH REPEAT NEURONAL PROTEIN; LDLa; Leucine-rich repeat domain superfamily; Low-density lipoprotein (LDL) receptor class A repeat; Leucine-rich repeat; Leucine-rich repeat, typical subtype; LRR_8; LRR_5; LRR_4; LRR_1; LRR_14; LRR_9; LRR_6; LRR_NXF1-5; Ldl_recept_a; Gene3D; SUPERFAMILY; SMART; FunFam; Pfam; ProSiteProfiles; PANTHER; CDD	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_05949-1	NA	GAU94120.1	hypothetical protein	exact_gene	-0.0821313284268328	1.39461033549928	AKAP7_NLS; MJ1316; RWD; 2_5_RNA_ligase2	PF10469.15; PF04457.17; PF05773.27; PF13563.12	AKAP7 2'5' RNA ligase-like domain; MJ1316 RNA cyclic group end recognition domain; RWD domain; 2'-5' RNA ligase superfamily	6	ProSiteProfiles; SMART; SUPERFAMILY; Gene3D; MobiDBLite; Pfam; PANTHER	PS50908; SM00591; SSF55144; G3DSA:3.10.110.10; G3DSA:3.90.1140.10; mobidb-lite; SSF54495; PF04457; PTHR46729; PF05773; PF10469	RWD domain profile.; RWD2001b; LigT-like; Ubiquitin Conjugating Enzyme; Cyclic phosphodiesterase; consensus disorder prediction; UBC-like; MJ1316 RNA cyclic group end recognition domain; LEUKOCYTE RECEPTOR CLUSTER MEMBER 9; RWD domain; AKAP7 2'5' RNA ligase-like domain	IPR006575; IPR009097; IPR016135; IPR040459; IPR042653; IPR019510	RWD domain; Cyclic phosphodiesterase; Ubiquitin-conjugating enzyme/RWD-like; MJ1316 RNA cyclic group end recognition domain; Leukocyte receptor cluster member 9; A-kinase anchor protein 7-like, phosphoesterase domain	11	hypothetical protein; AKAP7 2'5' RNA ligase-like domain; MJ1316 RNA cyclic group end recognition domain; RWD domain; 2'-5' RNA ligase superfamily; RWD domain profile.; RWD2001b; LigT-like; Ubiquitin Conjugating Enzyme; Cyclic phosphodiesterase; consensus disorder prediction; UBC-like; MJ1316 RNA cyclic group end recognition domain; LEUKOCYTE RECEPTOR CLUSTER MEMBER 9; RWD domain; AKAP7 2'5' RNA ligase-like domain; RWD domain; Cyclic phosphodiesterase; Ubiquitin-conjugating enzyme/RWD-like; MJ1316 RNA cyclic group end recognition domain; Leukocyte receptor cluster member 9; A-kinase anchor protein 7-like, phosphoesterase domain; AKAP7_NLS; MJ1316; RWD; 2_5_RNA_ligase2; ProSiteProfiles; SMART; SUPERFAMILY; Gene3D; MobiDBLite; Pfam; PANTHER	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_14446-1	NA	GAV04119.1	hypothetical protein	exact_gene	0.0817529059395641	1.39408860160505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_09061-1	NA	GAU97831.1	hypothetical protein	exact_gene	0.00765036481251613	1.39329838203354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_06355-1	NA	GAU94617.1	hypothetical protein	exact_gene	0.0853479991165278	1.39246647135143	Neur_chan_LBD; Neur_chan_memb; DUF2417	PF02931.28; PF02932.22; PF10329.14	Neurotransmitter-gated ion-channel ligand binding domain; Neurotransmitter-gated ion-channel transmembrane region; Region of unknown function (DUF2417)	3	ProSitePatterns; Pfam; PRINTS; CDD; Gene3D; MobiDBLite; FunFam; SUPERFAMILY; PANTHER; NCBIfam	PS00236; PF02931; PR00252; cd19064; G3DSA:1.20.58.390; mobidb-lite; G3DSA:2.70.170.10:FF:000016; SSF90112; PTHR18945; PR00254; G3DSA:2.70.170.10; PF02932; TIGR00860; G3DSA:1.20.58.390:FF:000038; SSF63712	Neurotransmitter-gated ion-channels signature.; Neurotransmitter-gated ion-channel ligand binding domain; Neurotransmitter-gated ion channel family signature; LGIC_TM_nAChR; consensus disorder prediction; Nicotinic acetylcholine receptor subunit; Neurotransmitter-gated ion-channel transmembrane pore; NEUROTRANSMITTER GATED ION CHANNEL; Nicotinic acetylcholine receptor signature; Neurotransmitter-gated ion-channel transmembrane region; cation transporter family protein; Acetylcholine receptor subunit beta-like 1; Nicotinic receptor ligand binding domain-like	IPR018000; IPR006202; IPR006201; IPR038050; IPR036719; IPR002394; IPR036734; IPR006029	Neurotransmitter-gated ion-channel, conserved site; Neurotransmitter-gated ion-channel ligand-binding domain; Neurotransmitter-gated ion-channel; Neuronal acetylcholine receptor; Neurotransmitter-gated ion-channel transmembrane domain superfamily; Nicotinic acetylcholine receptor; Neurotransmitter-gated ion-channel ligand-binding domain superfamily; Neurotransmitter-gated ion-channel transmembrane domain	24	hypothetical protein; Neurotransmitter-gated ion-channel ligand binding domain; Neurotransmitter-gated ion-channel transmembrane region; Region of unknown function (DUF2417); Neurotransmitter-gated ion-channels signature.; Neurotransmitter-gated ion-channel ligand binding domain; Neurotransmitter-gated ion channel family signature; LGIC_TM_nAChR; consensus disorder prediction; Nicotinic acetylcholine receptor subunit; Neurotransmitter-gated ion-channel transmembrane pore; NEUROTRANSMITTER GATED ION CHANNEL; Nicotinic acetylcholine receptor signature; Neurotransmitter-gated ion-channel transmembrane region; cation transporter family protein; Acetylcholine receptor subunit beta-like 1; Nicotinic receptor ligand binding domain-like; Neurotransmitter-gated ion-channel, conserved site; Neurotransmitter-gated ion-channel ligand-binding domain; Neurotransmitter-gated ion-channel; Neuronal acetylcholine receptor; Neurotransmitter-gated ion-channel transmembrane domain superfamily; Nicotinic acetylcholine receptor; Neurotransmitter-gated ion-channel ligand-binding domain superfamily; Neurotransmitter-gated ion-channel transmembrane domain; Neur_chan_LBD; Neur_chan_memb; DUF2417; ProSitePatterns; Pfam; PRINTS; CDD; Gene3D; MobiDBLite; FunFam; SUPERFAMILY; PANTHER; NCBIfam	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_05184-1	NA	GAU93211.1	hypothetical protein	exact_gene	-0.104369562446443	1.38868677723674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_06826-1	NA	GAU95151.1	hypothetical protein	exact_gene	-0.0974676740670368	1.38841282803701	MotA_ExbB; DUF456	PF01618.21; PF04306.18	MotA/TolQ/ExbB proton channel family; Protein of unknown function (DUF456)	4	NA	NA	NA	NA	NA	NA	hypothetical protein; MotA/TolQ/ExbB proton channel family; Protein of unknown function (DUF456); MotA_ExbB; DUF456	TRUE	Transport/Membrane	Transport/Membrane		FALSE	Transport/Membrane	Transport/Membrane
RvY_13813-1	NA	GAV03384.1	hypothetical protein	exact_gene	-0.0655067411321193	1.38719195017276	HLH; Hairy_orange; bHLH_NCOA; DUF7510	PF00010.31; PF07527.18; PF23172.1; PF24350.1	Helix-loop-helix DNA-binding domain; Hairy Orange; Nuclear receptor coactivators bHLH domain; Family of unknown function (DUF7510)	6	SMART; SUPERFAMILY; MobiDBLite; ProSiteProfiles; Pfam; PANTHER; Gene3D; CDD	SM00353; SSF47459; mobidb-lite; PS50888; SSF158457; PF00010; PTHR10985; G3DSA:4.10.280.10; PS51054; SM00511; PF07527; cd11407; G3DSA:6.10.250.980	finulus; HLH, helix-loop-helix DNA-binding domain; consensus disorder prediction; Myc-type, basic helix-loop-helix (bHLH) domain profile.; Orange domain-like; Helix-loop-helix DNA-binding domain; BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED; Orange domain profile.; orange_5; Hairy Orange; bHLH-O_HERP	IPR011598; IPR036638; IPR003650	Myc-type, basic helix-loop-helix (bHLH) domain; Helix-loop-helix DNA-binding domain superfamily; Orange domain	15	hypothetical protein; Helix-loop-helix DNA-binding domain; Hairy Orange; Nuclear receptor coactivators bHLH domain; Family of unknown function (DUF7510); finulus; HLH, helix-loop-helix DNA-binding domain; consensus disorder prediction; Myc-type, basic helix-loop-helix (bHLH) domain profile.; Orange domain-like; Helix-loop-helix DNA-binding domain; BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED; Orange domain profile.; orange_5; Hairy Orange; bHLH-O_HERP; Myc-type, basic helix-loop-helix (bHLH) domain; Helix-loop-helix DNA-binding domain superfamily; Orange domain; HLH; Hairy_orange; bHLH_NCOA; DUF7510; SMART; SUPERFAMILY; MobiDBLite; ProSiteProfiles; Pfam; PANTHER; Gene3D; CDD	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_18684-1	NA	GAV09086.1	hypothetical protein	exact_gene	0.0303951687028921	1.38313788936804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_14481-1	NA	GAV04165.1	hypothetical protein	exact_gene	-0.0644817489399312	1.38274860662015	Urocanase_C; Urocanase; Urocanase_N	PF17392.7; PF01175.24; PF17391.7	Urocanase C-terminal domain; Urocanase Rossmann-like domain; Urocanase N-terminal domain	4	PANTHER; FunFam; Gene3D; ProSitePatterns; Hamap; SUPERFAMILY; Pfam; PIRSF	PTHR12216; G3DSA:3.40.1770.10:FF:000003; G3DSA:3.40.50.10730:FF:000002; G3DSA:3.40.1770.10; PS01233; G3DSA:3.40.50.10730; MF_00577; SSF111326; PF17392; PF01175; PIRSF001423; PF17391; G3DSA:3.40.1770.10:FF:000002	UROCANATE HYDRATASE; Urocanate hydratase 1; Urocanase superfamily; Urocanase signature.; Urocanase like domains; Urocanate hydratase [hutU].; Urocanase; Urocanase C-terminal domain; Urocanase Rossmann-like domain; Urocanate_hydrat; Urocanase N-terminal domain	IPR023637; IPR023636; IPR038364; IPR036190; IPR035401; IPR035085; IPR035400	Urocanase; Urocanase conserved site; Urocanase, central domain superfamily; Urocanase superfamily; Urocanase, C-terminal domain; Urocanase, Rossmann-like domain; Urocanase, N-terminal domain	14	hypothetical protein; Urocanase C-terminal domain; Urocanase Rossmann-like domain; Urocanase N-terminal domain; UROCANATE HYDRATASE; Urocanate hydratase 1; Urocanase superfamily; Urocanase signature.; Urocanase like domains; Urocanate hydratase [hutU].; Urocanase; Urocanase C-terminal domain; Urocanase Rossmann-like domain; Urocanate_hydrat; Urocanase N-terminal domain; Urocanase; Urocanase conserved site; Urocanase, central domain superfamily; Urocanase superfamily; Urocanase, C-terminal domain; Urocanase, Rossmann-like domain; Urocanase, N-terminal domain; Urocanase_C; Urocanase; Urocanase_N; PANTHER; FunFam; Gene3D; ProSitePatterns; Hamap; SUPERFAMILY; Pfam; PIRSF	TRUE	Generic domain proteins	Generic domain proteins		FALSE	Generic domain proteins	Generic domain proteins
